,author,title,library_type,day,month,year,challenge_date,state
5942,"Tate, Meredith",The Last Confession of Autumn Casterly,School,1,2,2022,2022-02-01,TN
5943,"Harmon, Michael",The Last Exit to Normal,School,1,1,2022,2022-01-01,TX
5944,"Harmon, Michael",The Last Exit to Normal,School,1,2,2022,2022-02-01,TX
5945,"Harmon, Michael",The Last Exit to Normal,School,1,12,2021,2021-12-01,TX
5946,"Howard, Abby","The Last Halloween: Children (The Last Halloween, 1)",School,1,9,2022,2022-09-01,MO
5947,"Scholinski,
 Daphne",The Last Time I Wore a Dress,School,1,12,2021,2021-12-01,TX
5948,"Smith, Amber",The Last to Let Go,School,1,1,2022,2022-01-01,TX
5949,"Smith, Amber",The Last to Let Go,School,1,2,2022,2022-02-01,TX
5950,"Smith, Amber",The Last to Let Go,School,1,12,2021,2021-12-01,TX
5951,"Malle, Mirion",The League of Super Feminists,School,1,1,2023,2023-01-01,FL
5952,"Malle, Mirion",The League of Super Feminists,School,1,9,2022,2022-09-01,MO
5953,"DiMartino, Michael Dante","The Legend of Korra: Turf Wars, Part One",School,1,2,2022,2022-02-01,TN
5954,"DiMartino, Michael Dante","The Legend of Korra: Turf Wars, Part Three",School,1,2,2022,2022-02-01,TN
5955,"DiMartino, Michael Dante","The Legend of Korra: Turf Wars, Part Two",School,1,2,2022,2022-02-01,TN
5956,"Lurie, April",The Less-dead,School,1,12,2021,2021-12-01,TX
5957,"Seba, Jaime A.",The LGBT Community,School,1,12,2021,2021-12-01,TX
5958,"Pacton, Jamie",The Life and (Medieval) Times of Kit Sweetly,School,1,2,2022,2022-02-01,TN
5959,"Roddam, George",The Life and Art of Paul Gauguin (The Lives of Great Artists),School,1,9,2022,2022-09-01,MO
5960,"Connors, Kathleen",The Life of Rosa Parks,School,1,1,2022,2022-01-01,FL
5961,"Stead, Rebecca",The List of Things That Will Not Change,School,1,7,2022,2022-07-01,FL
5962,"Stead, Rebecca",The List of Things That Will Not Change,Public,1,11,2021,2021-11-01,TX
5963,"Stead, Rebecca",The List of Things That Will Not Change,School,1,1,2022,2022-01-01,FL
5964,"Stead, Rebecca",The List of Things That Will Not Change,School,1,11,2021,2021-11-01,UT
5965,"McNamara, Margaret",The Little Library,School,1,10,2021,2021-10-01,NC
5966,"Maas, Sarah J.",The Lost Book of the White,School,1,7,2022,2022-07-01,FL
5967,"Maas, Sarah J.",The Lost Book of the White,School,1,2,2022,2022-02-01,TN
5968,"Khan, Sabrina",The Love & Lies of Rukhsana Ali,School,1,7,2022,2022-07-01,FL
5969,"Khan, Sabrina",The Love & Lies of Rukhsana Ali,School,1,2,2022,2022-02-01,TX
5970,"Khan, Sabrina",The Love & Lies of Rukhsana Ali,School,1,12,2021,2021-12-01,TX
5971,"Talley, Robin",The Love Curse of Melody McIntyre,School,1,2,2022,2022-02-01,TX
5972,"Talley, Robin",The Love Curse of Melody McIntyre,School,1,12,2021,2021-12-01,TX
5973,"Talley, Robin",The Love Curse of Melody McIntyre,School,1,2,2022,2022-02-01,TN
5975,"Dietrich, Cale",The Love Interest,School,1,1,2022,2022-01-01,TX
5976,"Dietrich, Cale",The Love Interest,School,1,2,2022,2022-02-01,TX
5977,"Dietrich, Cale",The Love Interest,School,1,12,2021,2021-12-01,TX
5978,"Sebold, Alice",The Lovely Bones,School,1,10,2022,2022-10-01,SC
5979,"Sebold, Alice",The Lovely Bones,School,1,10,2022,2022-10-01,OH
5981,"Sebold, Alice",The Lovely Bones,School,1,9,2022,2022-09-01,MI
5982,"Sebold, Alice",The Lovely Bones,School,1,9,2022,2022-09-01,MI
5983,"Sebold, Alice",The Lovely Bones,School,1,12,2022,2022-12-01,SC
5984,"Sebold, Alice",The Lovely Bones,School,1,2,2023,2023-02-01,FL
5985,"Sebold, Alice",The Lovely Bones,School,1,2,2023,2023-02-01,PA
5986,"Sebold, Alice",The Lovely Bones,School,1,10,2021,2021-10-01,OK
5987,"Machado, Carmen Maria","The Low, Low Woods",School,1,9,2022,2022-09-01,MO
5988,"Lippincott, Rachael",The Lucky List,School,1,2,2022,2022-02-01,TN
5989,"Nguyen, Trung Le",The Magic Fish,School,1,7,2022,2022-07-01,FL
5990,"Nguyen, Trung Le",The Magic Fish,School,1,11,2021,2021-11-01,FL
5991,"Nguyen, Trung Le",The Magic Fish,School,1,2,2022,2022-02-01,TX
5992,"Nguyen, Trung Le",The Magic Fish,School,1,12,2021,2021-12-01,TX
5993,"Nguyen, Trung Le",The Magic Fish,School,1,2,2022,2022-02-01,TN
5994,"Harris, Neil Patrick",The Magic Misfits,School,1,1,2022,2022-01-01,TX
5995,"DiTerlizzi, Angela",The Magical Yet,School,1,9,2021,2021-09-01,PA
5996,"Auel, Jean M.",The Mammoth Hunters,School,1,2,2023,2023-02-01,PA
5997,"Kann, Claire",The Marvelous,School,1,2,2022,2022-02-01,TN
5998,"Brown, Jaye Robin",The Meaning of Birds,School,1,12,2021,2021-12-01,TX
5999,"Tokuda-Hall, Maggie","The Mermaid, The Witch and the Sea",School,1,7,2022,2022-07-01,VA
6000,"Tokuda-Hall, Maggie","The Mermaid, The Witch and the Sea",School,1,7,2022,2022-07-01,VA
6002,"Rutkoski, Maria",The Midnight Lie,School,1,3,2022,2022-03-01,TX
6003,"Rutkoski, Maria",The Midnight Lie,School,1,1,2022,2022-01-01,TX
6004,"Rutkoski, Maria",The Midnight Lie,School,1,2,2022,2022-02-01,TN
6005,"Lu, Marie",The Midnight Star,School,1,7,2022,2022-07-01,FL
6006,"Blake, Ashley Herring",The Mighty Heart of Sunny St. James,School,1,2,2022,2022-02-01,TX
6007,"Blake, Ashley Herring",The Mighty Heart of Sunny St. James,School,1,12,2021,2021-12-01,TX
6008,"De Medeiros, James",The Migration North,School,1,2,2022,2022-02-01,TX
6009,"De Medeiros, James",The Migration North,School,1,12,2021,2021-12-01,TX
6010,"Danforth, Emily M.",The Miseducation of Cameron Post,School,1,7,2022,2022-07-01,FL
6011,"Danforth, Emily M.",The Miseducation of Cameron Post,School,1,2,2023,2023-02-01,PA
6012,"Danforth, Emily M.",The Miseducation of Cameron Post,School,1,1,2022,2022-01-01,FL
6013,"Danforth, Emily M.",The Miseducation of Cameron Post,School,1,1,2022,2022-01-01,TX
6014,"Danforth, Emily M.",The Miseducation of Cameron Post,School,1,12,2021,2021-12-01,TX
6015,"Howe, James",The Misfits,School,1,12,2022,2022-12-01,TX
6016,"King, Stephen",The Mist,School,1,2,2023,2023-02-01,PA
6017,"Salazar, Aida",The Moon Within,Public,1,11,2021,2021-11-01,TX
6018,"Salazar, Aida",The Moon Within,School,1,1,2022,2022-01-01,FL
6019,"Salazar, Aida",The Moon Within,School,1,2,2022,2022-02-01,TX
6020,"Salazar, Aida",The Moon Within,School,1,12,2021,2021-12-01,TX
6021,"Salazar, Aida",The Moon Within,School,1,1,2022,2022-01-01,TX
6022,"Cohen, Caron Lee",The Mud Pony,School,1,1,2022,2022-01-01,FL
6023,"Konigsberg, Bill",The Music of What Happens,School,1,9,2022,2022-09-01,FL
6024,"Konigsberg, Bill",The Music of What Happens,School,1,1,2023,2023-01-01,FL
6026,"Konigsberg, Bill",The Music of What Happens,School,1,7,2022,2022-07-01,FL
6027,"Konigsberg, Bill",The Music of What Happens,School,1,3,2022,2022-03-01,NC
6028,"Konigsberg, Bill",The Music of What Happens,School,1,3,2022,2022-03-01,TX
6029,"Konigsberg, Bill",The Music of What Happens,School,1,11,2021,2021-11-01,FL
6030,"Konigsberg, Bill",The Music of What Happens,School,1,2,2022,2022-02-01,TX
6031,"Konigsberg, Bill",The Music of What Happens,School,1,11,2021,2021-11-01,UT
6032,"Konigsberg, Bill",The Music of What Happens,School,1,12,2021,2021-12-01,TX
6033,"Konigsberg, Bill",The Music of What Happens,School,1,1,2022,2022-01-01,TX
6034,"Konigsberg, Bill",The Music of What Happens,School,1,2,2022,2022-02-01,TN
6035,"Ogaki, Philippe , Lyfoung, Patricia , Sobral, Patrick",The Mythics #1: Heroes Reborn,School,1,9,2022,2022-09-01,MO
6036,"Choi, Yangsook",The Name Jar,School,1,9,2021,2021-09-01,PA
6037,"Choi, Yangsook",The Name Jar,School,1,1,2022,2022-01-01,FL
6038,"Caletti, Deb",The Nature of Jade,School,1,7,2022,2022-07-01,FL
6040,"Gottfred, B. T.",The Nerdy and the Dirty,School,1,1,2022,2022-01-01,TX
6041,"Gottfred, B. T.",The Nerdy and the Dirty,School,1,2,2021,2021-02-01,TX
6042,"Gottfred, B. T.",The Nerdy and the Dirty,School,1,12,2021,2021-12-01,TX
6043,"Alexander, Michelle",The New Jim Crow: Mass Incarceration in the Age of Colorblindness,School,1,9,2021,2021-09-01,PA
6044,"Alexander, Michelle",The New Jim Crow: Mass Incarceration in the Age of Colorblindness,School,1,12,2021,2021-12-01,SC
6046,"Alexander, Michelle",The New Jim Crow: Mass Incarceration in the Age of Colorblindness,School,1,2,2022,2022-02-01,TX
6047,"Alexander, Michelle",The New Jim Crow: Mass Incarceration in the Age of Colorblindness,School,1,12,2021,2021-12-01,TX
6048,"Eli, Adam",The New Queer Conscience,School,1,2,2022,2022-02-01,TN
6049,"Miller, Kalena",The Night When No One Had Sex,Public,1,10,2022,2022-10-01,MI
6050,"Miller, Kalena",The Night When No One Had Sex,School,1,9,2022,2022-09-01,NV
6051,"Reed, Amy",The Nowhere Girls,School,1,11,2022,2022-11-01,UT
6052,"Reed, Amy",The Nowhere Girls,School,1,10,2022,2022-10-01,TX
6053,"Reed, Amy",The Nowhere Girls,School,1,9,2022,2022-09-01,FL
6055,"Reed, Amy",The Nowhere Girls,School,1,8,2022,2022-08-01,FL
6057,"Reed, Amy",The Nowhere Girls,School,1,1,2023,2023-01-01,FL
6058,"Reed, Amy",The Nowhere Girls,School,1,1,2023,2023-01-01,FL
6059,"Reed, Amy",The Nowhere Girls,School,1,1,2023,2023-01-01,FL
6060,"Reed, Amy",The Nowhere Girls,School,1,4,2023,2023-04-01,OR
6061,"Reed, Amy",The Nowhere Girls,School,1,2,2023,2023-02-01,FL
6063,"Reed, Amy",The Nowhere Girls,School,1,11,2021,2021-11-01,FL
6064,"Reed, Amy",The Nowhere Girls,School,1,3,2022,2022-03-01,TX
6065,"Reed, Amy",The Nowhere Girls,School,1,11,2021,2021-11-01,FL
6067,"Reed, Amy",The Nowhere Girls,School,1,4,2022,2022-04-01,FL
6068,"Hubbard, Rita Lorraine",The Oldest Student: How Mary Walker Learned to Read,School,1,7,2022,2022-07-01,FL
6069,"Colbert, Brandy",The Only Black Girls in Town,Public,1,11,2021,2021-11-01,TX
6070,"Sones, Sonya",The Opposite of Innocent,School,1,10,2021,2021-10-01,UT
6071,"Sones, Sonya",The Opposite of Innocent,School,1,12,2021,2021-12-01,IL
6072,"Sones, Sonya",The Opposite of Innocent,School,1,11,2021,2021-11-01,FL
6073,"Sones, Sonya",The Opposite of Innocent,School,1,11,2021,2021-11-01,UT
6074,"Hennessey, M.G.",The Other Boy,School,1,7,2022,2022-07-01,FL
6075,"Hennessey, M.G.",The Other Boy,School,1,2,2022,2022-02-01,TX
6076,"Hennessey, M.G.",The Other Boy,School,1,12,2021,2021-12-01,TX
6077,"Hennessey, M.G.",The Other Boy,School,1,1,2022,2022-01-01,TX
6078,"Woodson, Jacqueline",The Other Side,School,1,9,2021,2021-09-01,PA
6079,"Kiely, Brendan",The Other Talk: Reckoning with Our White Privilege,School,1,1,2023,2023-01-01,FL
6080,"Kiely, Brendan",The Other Talk: Reckoning with Our White Privilege,School,1,3,2022,2022-03-01,TX
6081,"Hinton, S. E.",The Outsiders,School,1,10,2021,2021-10-01,OK
6082,"Picoult, Jodi",The Pact: A Love Story,School,1,2,2023,2023-02-01,FL
6083,"Clarke, Cat",The Pants Project,School,1,7,2022,2022-07-01,FL
6084,"Clarke, Cat",The Pants Project,School,1,2,2022,2022-02-01,TX
6085,"Clarke, Cat",The Pants Project,School,1,2,2022,2022-02-01,TX
6086,"Clarke, Cat",The Pants Project,School,1,12,2021,2021-12-01,TX
6087,"Clarke, Cat",The Pants Project,School,1,1,2022,2022-01-01,TX
6088,"Clarke, Cat",The Pants Project,School,1,10,2021,2021-10-01,PA
6089,"Johnson, Varian",The Parker Inheritance,School,1,9,2021,2021-09-01,PA
6091,"Fitzsimons, Isaac",The Passing Playbook,School,1,2,2022,2022-02-01,TN
6092,"Hutchinson, Shaun David",The Past and Other Things that Should Stay Buried,School,1,1,2022,2022-01-01,TX
6093,"Hutchinson, Shaun David",The Past and Other Things that Should Stay Buried,School,1,2,2022,2022-02-01,TX
6094,"Hutchinson, Shaun David",The Past and Other Things that Should Stay Buried,School,1,12,2021,2021-12-01,TX
6095,"Hutchinson, Shaun David",The Past and Other Things that Should Stay Buried,School,1,1,2022,2022-01-01,TX
6096,"Hutchinson, Shaun David",The Past and Other Things that Should Stay Buried,School,1,2,2022,2022-02-01,TN
6097,"Curry, Tyler",The Peacock Among Pigeons,School,1,4,2022,2022-04-01,FL
6098,"Ortiz, Simon J.",The People Shall Continue,School,1,9,2021,2021-09-01,PA
6099,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,10,2022,2022-10-01,SC
6101,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,9,2022,2022-09-01,FL
6102,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,11,2022,2022-11-01,TX
6103,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,10,2022,2022-10-01,VA
6104,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,11,2022,2022-11-01,UT
6105,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,9,2022,2022-09-01,ND
6106,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,10,2022,2022-10-01,TX
6107,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,1,2023,2023-01-01,PA
6108,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,12,2022,2022-12-01,FL
6109,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,1,2023,2023-01-01,VA
6110,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,1,2023,2023-01-01,PA
6111,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,12,2022,2022-12-01,SC
6112,"Chbosky, Stephen",The Perks of Being a Wallflower,Public,1,8,2022,2022-08-01,CO
6114,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,4,2023,2023-04-01,OR
6115,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,2,2023,2023-02-01,PA
6116,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,2,2023,2023-02-01,ID
6117,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,2,2023,2023-02-01,FL
6118,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,2,2023,2023-02-01,NC
6119,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,2,2023,2023-02-01,PA
6120,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,3,2023,2023-03-01,VA
6121,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,9,2022,2022-09-01,TX
6122,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,3,2023,2023-03-01,OH
6123,"Chbosky, Stephen",The Perks of Being a Wallflower,School,1,11,2022,2022-11-01,NC
6124,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,1,2023,2023-01-01,FL
6125,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,1,2023,2023-01-01,TX
6126,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,1,2023,2023-01-01,TN
6127,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,11,2021,2021-11-01,FL
6128,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,3,2022,2022-03-01,NC
6129,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,4,2022,2022-04-01,PA
6130,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,2,2022,2022-02-01,UT
6132,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,8,2022,2022-08-01,MI
6133,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,3,2022,2022-03-01,TX
6134,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,3,2022,2022-03-01,MO
6135,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,3,2022,2022-03-01,TX
6136,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,7,2022,2022-07-01,AZ
6137,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,11,2021,2021-11-01,KN
6139,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,11,2021,2021-11-01,FL
6140,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,2,2021,2021-02-01,TX
6141,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,2,2022,2022-02-01,TX
6142,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,4,2022,2022-04-01,PA
6143,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,11,2021,2021-11-01,TX
6144,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,11,2021,2021-11-01,UT
6145,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,5,2022,2022-05-01,ID
6146,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,2,2022,2022-02-01,MO
6147,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,3,2022,2022-03-01,NE
6148,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,9,2021,2021-09-01,TX
6150,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,5,2022,2022-05-01,SD
6151,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,4,2022,2022-04-01,FL
6152,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,2,2022,2022-02-01,TN
6153,"Andrews, Jesse",The Perks of Being a Wallflower,School,1,3,2022,2022-03-01,WI
6154,"Ridley, Erica",The Perks of Loving A Wallflower,Public,1,10,2022,2022-10-01,MI
6155,"Auel, Jean M.",The Plains of Passage,School,1,2,2023,2023-02-01,PA
6156,"Acevedo, Elizabeth",The Poet X,School,1,10,2022,2022-10-01,SC
6157,"Acevedo, Elizabeth",The Poet X,School,1,9,2022,2022-09-01,FL
6158,"Acevedo, Elizabeth",The Poet X,School,1,7,2022,2022-07-01,FL
6159,"Acevedo, Elizabeth",The Poet X,School,1,1,2023,2023-01-01,TX
6160,"Acevedo, Elizabeth",The Poet X,School,1,1,2023,2023-01-01,FL
6161,"Acevedo, Elizabeth",The Poet X,School,1,12,2022,2022-12-01,SC
6162,"Acevedo, Elizabeth",The Poet X,School,1,2,2023,2023-02-01,PA
6163,"Acevedo, Elizabeth",The Poet X,School,1,2,2022,2022-02-01,GA
6165,"Acevedo, Elizabeth",The Poet X,School,1,3,2022,2022-03-01,TX
6166,"Acevedo, Elizabeth",The Poet X,School,1,3,2022,2022-03-01,TX
6167,"Acevedo, Elizabeth",The Poet X,School,1,11,2021,2021-11-01,FL
6168,"Acevedo, Elizabeth",The Poet X,School,1,4,2022,2022-04-01,PA
6169,"Acevedo, Elizabeth",The Poet X,School,1,2,2022,2022-02-01,NY
6170,"Acevedo, Elizabeth",The Poet X,School,1,10,2021,2021-10-01,VA
6172,"Bell, Alex",The Polar Bear Explorers' Club,School,1,7,2022,2022-07-01,VA
6173,"Bell, Alex",The Polar Bear Explorers' Club,School,1,7,2022,2022-07-01,VA
6174,"Bell, Alex",The Polar Bear Explorers' Club,School,1,2,2022,2022-02-01,TX
6175,"Konigsberg, Bill",The Porcupine of Truth,School,1,2,2022,2022-02-01,TN
6176,"Ludwig, Trudy",The Power of One: Every Act of Kindness Counts,School,1,9,2021,2021-09-01,PA
6177,"Langford, Jo",The Pride Guide: A Guide to Sexual and Social Health for LGBTQ Youth,Public,1,10,2022,2022-10-01,MI
6178,"Langford, Jo",The Pride Guide: A Guide to Sexual and Social Health for LGBTQ Youth,School,1,2,2022,2022-02-01,TN
6180,"Wang, Jen",The Prince and the Dressmaker,School,1,9,2022,2022-09-01,FL
6181,"Wang, Jen",The Prince and the Dressmaker,School,1,8,2022,2022-08-01,FL
6182,"Wang, Jen",The Prince and the Dressmaker,School,1,5,2022,2022-05-01,ID
6183,"Poston, Ashley",The Princess and the Fangirl,School,1,7,2022,2022-07-01,FL
6184,"Ayala-Kronos, Chris",The Pronoun Book,Public,1,4,2023,2023-04-01,AL
6185,"Muhammad, Ibtihaj and Ali, S. K.",The Proudest Blue: A Story of Hijab and Family,School,1,9,2021,2021-09-01,PA
6186,"Donoghue, Emma",The Pull of the Stars,School,1,2,2022,2022-02-01,TN
6187,"Kushner, Elisabeth",The Purim Superhero,School,1,4,2022,2022-04-01,FL
6188,"Schaeffer, Teresa",The Questions Within,School,1,12,2021,2021-12-01,TX
6189,"Doerrfeld, Cori",The Rabbit Listened,School,1,7,2022,2022-07-01,FL
6190,"Fisher, Michelle Millar","The Rainbow Flag: Bright, Bold and Beautiful",Public,1,11,2021,2021-11-01,TX
6191,Iris Chang,The Rape of the Nanking,School,1,11,2021,2021-11-01,FL
6192,"Levithan, David",The Realm of Possibility,School,1,5,2022,2022-05-01,MI
6193,"Maas, Sarah J.",The Red Scrolls of Magic,School,1,1,2022,2022-01-01,TX
6194,"Maas, Sarah J.",The Red Scrolls of Magic,School,1,2,2022,2022-02-01,TX
6195,"Maas, Sarah J.",The Red Scrolls of Magic,School,1,12,2021,2021-12-01,TX
6196,"Maas, Sarah J.",The Red Scrolls of Magic,School,1,2,2022,2022-02-01,TN
6197,"Fitzpatrick, Anne",The Renaissance (Odysseys in Art),School,1,9,2022,2022-09-01,MO
6198,"Evison, Jonathan",The Revised Fundamentals of Caregiving,School,1,10,2021,2021-10-01,TX
6199,"Peck, Richard",The River Between Us,School,1,1,2022,2022-01-01,TN
6200,"Hayek, Friedrich",The Road to Serfdom,School,1,12,2021,2021-12-01,WY
6201,"Lu, Marie",The Rose Society,School,1,7,2022,2022-07-01,FL
6202,"Martin, Rafe",The Rough-Face Girl,School,1,1,2022,2022-01-01,TN
6204,"Gay, Roxane, Oliver, Tracy Lynne and Kirby, Rebecca",The Sacrifice of Darkness,School,1,9,2022,2022-09-01,MO
6205,"Gay, Roxane, Oliver, Tracy Lynne and Kirby, Rebecca",The Sacrifice of Darkness,School,1,1,2023,2023-01-01,FL
6206,"Gay, Roxane, Oliver, Tracy Lynne and Kirby, Rebecca",The Sacrifice of Darkness,School,1,10,2021,2021-10-01,MO
6207,"Clarke, H. A.",The Scapegracers (Scapegracers Series),School,1,2,2022,2022-02-01,TN
6208,"Haskin, James",The Scottsboro Boys,School,1,4,2022,2022-04-01,IA
6209,"Millay, Katja",The Sea of Tranquility,School,1,7,2022,2022-07-01,FL
6210,"Magoon, Kekla",The Season of Styx Malone,School,1,1,2023,2023-01-01,FL
6212,"Auel, Jean M.",The Shelters of Stone,School,1,2,2023,2023-02-01,PA
6213,"Bean, Lexie",The Ship We Built,School,1,2,2022,2022-02-01,TX
6214,"Bick, Ilsa J.",The Sin-Eater's Confession,School,1,7,2022,2022-07-01,FL
6215,"Bick, Ilsa J.",The Sin-Eater's Confession,School,1,1,2023,2023-01-01,FL
6216,"Bick, Ilsa J.",The Sin-Eater's Confession,School,1,1,2022,2022-01-01,TX
6218,"Bick, Ilsa J.",The Sin-Eater's Confession,School,1,2,2022,2022-02-01,TX
6219,"Bick, Ilsa J.",The Sin-Eater's Confession,School,1,12,2021,2021-12-01,TX
6220,"Fierstein, Harvey and Cole, Henry",The Sissy Duckling,School,1,6,2022,2022-06-01,FL
6221,"Tyler, Michael J.",The Skin You Live In,School,1,9,2021,2021-09-01,PA
6222,"Couch, Robbie",The Sky Blues,School,1,7,2022,2022-07-01,FL
6223,"Couch, Robbie",The Sky Blues,School,1,2,2022,2022-02-01,TN
6224,"Beashel, Amy",The Sky Is Mine,School,1,2,2022,2022-02-01,TN
6225,"Petrus, Junauda",The Stars and the Blackness Between Them,School,1,7,2022,2022-07-01,FL
6226,"Petrus, Junauda",The Stars and the Blackness Between Them,School,1,1,2022,2022-01-01,FL
6227,"Petrus, Junauda",The Stars and the Blackness Between Them,School,1,2,2022,2022-02-01,TX
6228,"Petrus, Junauda",The Stars and the Blackness Between Them,School,1,12,2021,2021-12-01,TX
6229,"Petrus, Junauda",The Stars and the Blackness Between Them,School,1,2,2022,2022-02-01,TN
6230,"Petrus, Junauda",The Stars and the Blackness Between Them,School,1,4,2022,2022-04-01,PA
6231,"Hutchinson, Shaun David",The State of Us,School,1,1,2022,2022-01-01,TX
6232,"Pitman, Gayle E.",The Stonewall Riots: Coming Out in the Street,School,1,4,2022,2022-04-01,AK
6234,"Pitman, Gayle E.",The Stonewall Riots: Coming Out in the Street,School,1,1,2022,2022-01-01,FL
6235,"Pitman, Gayle E.",The Stonewall Riots: Coming Out in the Street,School,1,1,2022,2022-01-01,TX
6236,"Capetta, Amy Rose",The Storm of Life (The Brilliant Death Series),School,1,2,2022,2022-02-01,TN
6237,"Sanders, Rob",The Story of Harvey Milk and the Rainbow Flag,School,1,1,2022,2022-01-01,TX
6238,Aliki,The Story of Johnny Appleseed,School,1,1,2022,2022-01-01,TN
6239,Editors of Catepillar Books,The Story of Rap,School,1,9,2021,2021-09-01,PA
6240,"Coles, Robert",The Story of Ruby Bridges,School,1,9,2021,2021-09-01,PA
6241,"Coles, Robert",The Story of Ruby Bridges,School,1,1,2022,2022-01-01,TN
6242,"Aylesworth, Thomas G.",The Story of Werewolves,School,1,3,2023,2023-03-01,FL
6243,"Picoult, Jodi",The Storyteller,School,1,2,2023,2023-02-01,FL
6245,"Camus, Albert",The Stranger,School,1,10,2021,2021-10-01,MO
6246,"Winters, Julian",The Summer of Everything,School,1,2,2022,2022-02-01,TN
6247,"Spalding, Amy",The Summer of Jordi Perez (And the Best Burger in Los Angeles),School,1,2,2022,2022-02-01,TX
6248,"Spalding, Amy",The Summer of Jordi Perez (And the Best Burger in Los Angeles),School,1,12,2021,2021-12-01,TX
6249,"Spalding, Amy",The Summer of Jordi Perez (And the Best Burger in Los Angeles),School,1,2,2022,2022-02-01,TN
6250,"Kaur, Rupi",The Sun and Her Flowers,School,1,1,2023,2023-01-01,FL
6251,"Kaur, Rupi",The Sun and Her Flowers,School,1,9,2022,2022-09-01,MO
6252,"Kaur, Rupi",The Sun and Her Flowers,School,1,11,2022,2022-11-01,MO
6253,"Kaur, Rupi",The Sun and Her Flowers,School,1,9,2022,2022-09-01,MO
6254,"Kaur, Rupi",The Sun and Her Flowers,School,1,9,2022,2022-09-01,MO
6256,"Kaur, Rupi",The Sun and Her Flowers,School,1,9,2022,2022-09-01,MO
6257,"Kaur, Rupi",The Sun and Her Flowers,School,1,9,2022,2022-09-01,MO
6258,"Kaur, Rupi",The Sun and Her Flowers,School,1,1,2023,2023-01-01,FL
6260,"Kaur, Rupi",The Sun and Her Flowers,School,1,11,2022,2022-11-01,OR
6261,"Kaur, Rupi",The Sun and Her Flowers,School,1,3,2023,2023-03-01,OH
6262,"Kaur, Rupi",The Sun and Her Flowers,School,1,10,2021,2021-10-01,MO
6263,"Pinkney, Gloria Jean",The Sunday Outing,School,1,9,2021,2021-09-01,PA
6264,"Finneyfrock, Karen",The Sweet Revenge of Celia Door,School,1,2,2022,2022-02-01,TX
6265,"Finneyfrock, Karen",The Sweet Revenge of Celia Door,School,1,12,2021,2021-12-01,TX
6266,"Rice, Anne",The Tale of the Body Thief,School,1,10,2022,2022-10-01,VA
6267,"Rice, Anne",The Tale of the Body Thief,School,1,1,2023,2023-01-01,VA
6268,"Hudson, Wade and Hudson Willis, Cheryl","The Talk: Conversations about Race, Love, Truth",School,1,7,2022,2022-07-01,FL
6269,"McCoy, Kathy and Wibbelsman, Charles",The Teenage Body Book,School,1,1,2022,2022-01-01,TX
6270,"McCoy, Kathy and Wibbelsman, Charles",The Teenage Body Book,School,1,12,2021,2021-12-01,TX
