ID,New_Book_Author,New_Book_Title,Series_Name,Book_Co_Author,Illustrators,Challenge_Type,Challenge_Init,Initial_Response,Challenge_Notes,Decision,Restrictions,Restriction_Details,Library_Type,Month,Year,State,Overseeing_Agency,City,County,Sch_Name,Lib_name,Police,Book_Status,Data_Entry_Date,Links1,Links2,Links3,Links4,Last_Updated
7580,"Harris, Robie H.","It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health",,,"Emberley, Michael",Formal,Group,On shelves,has removed 17 books from library shelves since the spring after a group challenged the books’ presence. A total of 30 books were challenged and all were by a group called PACE.,Banned/Removed,,,School,9,2023,SC,Lexington School District Two,,West Columbia,,,,,09/21/2023,https://www.postandcourier.com/columbia/education/lexington-school-district-pulls-17-books-from-libraries-after-complaints-from-parent-group/article_7d2f3d0c-533a-11ee-8cc3-f3f2d44960ed.html,,,,
7581,"Lo, Malinda",Last Night at the Telegraph Club,,,,Formal,Group,On shelves,has removed 17 books from library shelves since the spring after a group challenged the books’ presence. A total of 30 books were challenged and all were by a group called PACE.,Banned/Removed,,,School,9,2023,SC,Lexington School District Two,,West Columbia,,,,,09/21/2023,https://www.postandcourier.com/columbia/education/lexington-school-district-pulls-17-books-from-libraries-after-complaints-from-parent-group/article_7d2f3d0c-533a-11ee-8cc3-f3f2d44960ed.html,,,,
7582,"Saad, Layla F.","Me and White Supremacy: Combat Racism, Change the World, and Become a Good Ancestor",,,,Formal,Group,On shelves,has removed 17 books from library shelves since the spring after a group challenged the books’ presence. A total of 30 books were challenged and all were by a group called PACE.,Retained/Restricted,Yes,Restricted HS,School,9,2023,SC,Lexington School District Two,,West Columbia,,,,,09/21/2023,https://www.postandcourier.com/columbia/education/lexington-school-district-pulls-17-books-from-libraries-after-complaints-from-parent-group/article_7d2f3d0c-533a-11ee-8cc3-f3f2d44960ed.html,,,,
7583,"Gino, Alex",Melissa (George),,,,Formal,Group,On shelves,has removed 17 books from library shelves since the spring after a group challenged the books’ presence. A total of 30 books were challenged and all were by a group called PACE.,Banned/Removed,,,School,9,2023,SC,Lexington School District Two,,West Columbia,,,,,09/21/2023,https://www.postandcourier.com/columbia/education/lexington-school-district-pulls-17-books-from-libraries-after-complaints-from-parent-group/article_7d2f3d0c-533a-11ee-8cc3-f3f2d44960ed.html,,,,
7584,"Reynolds, Jason","Stamped (For Kids): Racism, Antiracism, and You",,"Kendi, Ibram X.; Cherry-Paul, Sonja",,Formal,Group,On shelves,has removed 17 books from library shelves since the spring after a group challenged the books’ presence. A total of 30 books were challenged and all were by a group called PACE.,Retained,,,School,9,2023,SC,Lexington School District Two,,West Columbia,,,,,09/21/2023,https://www.postandcourier.com/columbia/education/lexington-school-district-pulls-17-books-from-libraries-after-complaints-from-parent-group/article_7d2f3d0c-533a-11ee-8cc3-f3f2d44960ed.html,,,,
7585,"Joseph, Frederick",The Black Friend: On Being a Better White Person,,,,Formal,Group,On shelves,has removed 17 books from library shelves since the spring after a group challenged the books’ presence. A total of 30 books were challenged and all were by a group called PACE.,Still in Process,,,School,9,2023,SC,Lexington School District Two,,West Columbia,,,,,09/21/2023,https://www.postandcourier.com/columbia/education/lexington-school-district-pulls-17-books-from-libraries-after-complaints-from-parent-group/article_7d2f3d0c-533a-11ee-8cc3-f3f2d44960ed.html,,,,
7586,"Morrison, Toni",The Bluest Eye,,,,Formal,Group,On shelves,has removed 17 books from library shelves since the spring after a group challenged the books’ presence. A total of 30 books were challenged and all were by a group called PACE.,Still in Process,,,School,9,2023,SC,Lexington School District Two,,West Columbia,,,,,09/21/2023,https://www.postandcourier.com/columbia/education/lexington-school-district-pulls-17-books-from-libraries-after-complaints-from-parent-group/article_7d2f3d0c-533a-11ee-8cc3-f3f2d44960ed.html,,,,
7587,"Thomas, Angie",The Hate U Give,,,,Formal,Group,On shelves,has removed 17 books from library shelves since the spring after a group challenged the books’ presence. A total of 30 books were challenged and all were by a group called PACE.,Retained/Restricted,Yes,Restricted Grade 11 and 12,School,9,2023,SC,Lexington School District Two,,West Columbia,,,,,09/21/2023,https://www.postandcourier.com/columbia/education/lexington-school-district-pulls-17-books-from-libraries-after-complaints-from-parent-group/article_7d2f3d0c-533a-11ee-8cc3-f3f2d44960ed.html,,,,
7588,"Fitzsimons, Isaac",The Passing Playbook,,,,Formal,Group,On shelves,has removed 17 books from library shelves since the spring after a group challenged the books’ presence. A total of 30 books were challenged and all were by a group called PACE.,Retained/Restricted,Yes,Restricted HS,School,9,2023,SC,Lexington School District Two,,West Columbia,,,,,09/21/2023,https://www.postandcourier.com/columbia/education/lexington-school-district-pulls-17-books-from-libraries-after-complaints-from-parent-group/article_7d2f3d0c-533a-11ee-8cc3-f3f2d44960ed.html,,,,
8034,"Hall, Michael",Red: A Crayon's Story,,,,Formal,Parent,Unknown,Content challenged under Parent's Bill of Rights.,Retained/Restricted,Yes,Restricted to Grade 5 and above,School,9,2023,NC,Charlotte-Mecklenburg Schools,,,,,,,09/25/2023,https://www.wcnc.com/article/news/education/childrens-book-banned-some-cms-students-parent-complaints/275-200857f3-d2a3-4916-95c4-47985bc39ba4,https://www.wcnc.com/article/news/education/childrens-book-banned-some-cms-students-parent-complaints/275-200857f3-d2a3-4916-95c4-47985bc39ba4,,,10/02/2023
7589,"Ostertag, Molly Knox",The Witch Boy,,,,Formal,Group,On shelves,has removed 17 books from library shelves since the spring after a group challenged the books’ presence. A total of 30 books were challenged and all were by a group called PACE.,Still in Process,,,School,9,2023,SC,Lexington School District Two,,West Columbia,,,,,09/21/2023,https://www.postandcourier.com/columbia/education/lexington-school-district-pulls-17-books-from-libraries-after-complaints-from-parent-group/article_7d2f3d0c-533a-11ee-8cc3-f3f2d44960ed.html,,,,
7590,"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",,,"Durand, Aurelia",Formal,Group,On shelves,has removed 17 books from library shelves since the spring after a group challenged the books’ presence. A total of 30 books were challenged and all were by a group called PACE.,Banned/Removed,,,School,9,2023,SC,Lexington School District Two,,West Columbia,,,,,09/21/2023,https://www.postandcourier.com/columbia/education/lexington-school-district-pulls-17-books-from-libraries-after-complaints-from-parent-group/article_7d2f3d0c-533a-11ee-8cc3-f3f2d44960ed.html,,,,
7591,"Hopkins, Ellen",Tilt,,,,Formal,Group,On shelves,has removed 17 books from library shelves since the spring after a group challenged the books’ presence. A total of 30 books were challenged and all were by a group called PACE.,Banned/Removed,,,School,9,2023,SC,Lexington School District Two,,West Columbia,,,,,09/21/2023,https://www.postandcourier.com/columbia/education/lexington-school-district-pulls-17-books-from-libraries-after-complaints-from-parent-group/article_7d2f3d0c-533a-11ee-8cc3-f3f2d44960ed.html,,,,
7592,"Lukoff, Kyle",Too Bright to See,,,,Formal,Group,On shelves,has removed 17 books from library shelves since the spring after a group challenged the books’ presence. A total of 30 books were challenged and all were by a group called PACE.,Banned/Removed,,,School,9,2023,SC,Lexington School District Two,,West Columbia,,,,,09/21/2023,https://www.postandcourier.com/columbia/education/lexington-school-district-pulls-17-books-from-libraries-after-complaints-from-parent-group/article_7d2f3d0c-533a-11ee-8cc3-f3f2d44960ed.html,,,,
7593,"Gonzales, Kathryn","Trans+: Love, Sex, Romance, and Being You",,"Rayne, Karen",,Formal,Group,On shelves,has removed 17 books from library shelves since the spring after a group challenged the books’ presence. A total of 30 books were challenged and all were by a group called PACE.,Still in Process,,,School,9,2023,SC,Lexington School District Two,,West Columbia,,,,,09/21/2023,https://www.postandcourier.com/columbia/education/lexington-school-district-pulls-17-books-from-libraries-after-complaints-from-parent-group/article_7d2f3d0c-533a-11ee-8cc3-f3f2d44960ed.html,,,,
7594,"Browne, Mahogany L.",Woke: A Young Poets Call to Justice,,"Acevedo, Elizabeth; Gatwood, Olivia","Taylor III, Theodore",Formal,Group,On shelves,has removed 17 books from library shelves since the spring after a group challenged the books’ presence. A total of 30 books were challenged and all were by a group called PACE.,Retained,,,School,9,2023,SC,Lexington School District Two,,West Columbia,,,,,09/21/2023,https://www.postandcourier.com/columbia/education/lexington-school-district-pulls-17-books-from-libraries-after-complaints-from-parent-group/article_7d2f3d0c-533a-11ee-8cc3-f3f2d44960ed.html,,,,
